Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate
Yes,1847.0,1610.0,453.0,19.0,59.0,1298.0,67.0,7384.0,3494.0,500.0,1763.0,51.0,67.0,13.7,8.0,6757.0,30.0
Yes,1470.0,900.0,287.0,20.0,49.0,1130.0,417.0,10900.0,5100.0,500.0,550.0,70.0,81.0,15.7,14.0,7804.0,68.0
Yes,647.0,518.0,271.0,17.0,43.0,1014.0,387.0,9140.0,3365.0,500.0,2245.0,51.0,65.0,10.7,31.0,8050.0,73.0
Yes,1465.0,1006.0,188.0,10.0,30.0,703.0,20.0,4450.0,2522.0,500.0,1200.0,43.0,43.0,22.9,3.0,5861.0,58.0
Yes,800.0,623.0,256.0,41.0,76.0,801.0,5.0,12925.0,4195.0,500.0,635.0,78.0,85.0,9.9,55.0,14904.0,72.0
Yes,1416.0,1015.0,417.0,10.0,44.0,1324.0,117.0,13500.0,5800.0,585.0,1700.0,67.0,78.0,13.2,23.0,9006.0,75.0
Yes,5661.0,2392.0,903.0,75.0,88.0,3499.0,172.0,13850.0,4360.0,500.0,1250.0,95.0,97.0,4.3,37.0,41766.0,89.0
Yes,1092.0,890.0,477.0,27.0,92.0,847.0,497.0,8670.0,4180.0,500.0,1450.0,42.0,58.0,11.3,33.0,5738.0,68.0
Yes,440.0,311.0,112.0,25.0,49.0,466.0,7.0,1e4,3052.0,400.0,1100.0,65.0,75.0,11.4,20.0,9430.0,63.0
Yes,1231.0,1074.0,345.0,34.0,66.0,1295.0,105.0,11600.0,3610.0,400.0,850.0,66.0,91.0,12.4,37.0,7735.0,67.0
Yes,1305.0,1100.0,334.0,42.0,64.0,1098.0,151.0,16260.0,4005.0,300.0,500.0,91.0,91.0,12.1,40.0,10162.0,86.0
Yes,3315.0,1096.0,425.0,68.0,93.0,1584.0,3.0,13750.0,4619.0,680.0,1115.0,81.0,96.0,9.6,45.0,15736.0,90.0
Yes,1209.0,942.0,214.0,31.0,60.0,822.0,46.0,15276.0,5318.0,500.0,300.0,79.0,86.0,11.2,37.0,10830.0,65.0
No,6540.0,5839.0,2440.0,31.0,70.0,14445.0,1344.0,8200.0,4210.0,800.0,2719.0,84.0,87.0,16.9,30.0,10912.0,56.0
Yes,7654.0,5259.0,1254.0,62.0,93.0,4879.0,1274.0,18350.0,5775.0,768.0,1512.0,91.0,98.0,3.9,31.0,45702.0,90.0
No,1373.0,1373.0,724.0,6.0,21.0,2754.0,474.0,2700.0,2660.0,540.0,1660.0,60.0,68.0,20.3,29.0,4550.0,52.0
Yes,1190.0,978.0,324.0,12.0,30.0,1280.0,61.0,8840.0,3620.0,500.0,1200.0,57.0,58.0,16.2,26.0,6563.0,63.0
Yes,280.0,143.0,79.0,5.0,27.0,327.0,110.0,5590.0,2900.0,650.0,1952.0,53.0,63.0,15.1,4.0,4839.0,90.0
Yes,665.0,462.0,226.0,17.0,44.0,1739.0,1550.0,9160.0,4340.0,500.0,500.0,68.0,68.0,20.6,14.0,6951.0,48.0
Yes,2895.0,1249.0,579.0,80.0,96.0,2195.0,156.0,18345.0,5995.0,500.0,700.0,94.0,98.0,10.6,51.0,21409.0,91.0
Yes,318.0,240.0,130.0,40.0,85.0,416.0,19.0,14900.0,5550.0,600.0,500.0,93.0,98.0,8.3,42.0,13935.0,69.0
Yes,1480.0,1257.0,452.0,6.0,25.0,2961.0,572.0,9850.0,6050.0,850.0,920.0,10.0,68.0,15.4,8.0,17858.0,64.0
Yes,980.0,807.0,350.0,10.0,25.0,872.0,448.0,9890.0,4674.0,500.0,1350.0,52.0,57.0,14.4,15.0,6243.0,84.0
Yes,4772.0,1973.0,712.0,60.0,86.0,2714.0,27.0,19130.0,5600.0,1400.0,1400.0,90.0,94.0,12.1,39.0,16262.0,92.0
No,6502.0,3539.0,1372.0,11.0,51.0,7484.0,1904.0,7844.0,4108.0,400.0,2e3,76.0,79.0,15.3,16.0,6773.0,52.0
No,1164.0,1062.0,478.0,12.0,25.0,2138.0,227.0,4470.0,2890.0,600.0,1210.0,33.0,33.0,16.3,10.0,4249.0,60.0
Yes,1566.0,1400.0,483.0,28.0,55.0,1509.0,170.0,14200.0,3775.0,450.0,1100.0,58.0,81.0,16.4,42.0,8080.0,67.0
No,3224.0,2519.0,1057.0,11.0,31.0,5e3,706.0,6390.0,2380.0,110.0,1622.0,67.0,78.0,14.6,9.0,6554.0,55.0
Yes,1205.0,984.0,278.0,31.0,50.0,1071.0,98.0,14510.0,5340.0,500.0,1400.0,84.0,91.0,12.5,39.0,10026.0,60.0
No,9167.0,7191.0,2738.0,24.0,53.0,15739.0,4278.0,6940.0,4100.0,500.0,1700.0,80.0,84.0,24.7,11.0,5983.0,55.0
Yes,1650.0,1471.0,409.0,7.0,21.0,1803.0,1116.0,8994.0,5500.0,498.0,2065.0,74.0,97.0,15.4,15.0,8409.0,59.0
No,2702.0,1623.0,604.0,7.0,24.0,2315.0,146.0,5918.0,3755.0,500.0,2050.0,76.0,79.0,19.4,4.0,4599.0,52.0
No,5548.0,3563.0,1549.0,30.0,71.0,8909.0,506.0,8124.0,4144.0,639.0,2385.0,83.0,89.0,22.7,10.0,7203.0,61.0
No,3100.0,2150.0,825.0,3.0,20.0,3234.0,941.0,5542.0,3788.0,500.0,1300.0,75.0,79.0,15.7,20.0,4222.0,65.0
Yes,662.0,553.0,184.0,20.0,43.0,665.0,37.0,10720.0,4050.0,600.0,1650.0,66.0,70.0,12.5,20.0,7925.0,62.0
Yes,996.0,866.0,377.0,29.0,58.0,1411.0,72.0,12065.0,3615.0,430.0,685.0,62.0,78.0,12.5,41.0,8596.0,80.0
Yes,917.0,720.0,213.0,21.0,60.0,979.0,743.0,8820.0,4050.0,600.0,2025.0,68.0,83.0,10.5,34.0,7170.0,50.0
No,950.0,713.0,351.0,42.0,72.0,1276.0,9.0,14320.0,5304.0,490.0,1410.0,77.0,77.0,14.9,17.0,8837.0,87.0
Yes,1432.0,920.0,548.0,56.0,84.0,2200.0,56.0,11480.0,4200.0,530.0,1400.0,81.0,83.0,12.7,40.0,11916.0,85.0
Yes,1738.0,1373.0,417.0,21.0,55.0,1335.0,30.0,18460.0,5970.0,700.0,850.0,92.0,96.0,13.2,41.0,22704.0,71.0
Yes,903.0,755.0,213.0,15.0,49.0,971.0,305.0,10500.0,4545.0,600.0,600.0,66.0,71.0,14.1,27.0,7494.0,72.0
Yes,1861.0,998.0,359.0,45.0,77.0,1220.0,46.0,16670.0,4900.0,750.0,800.0,80.0,83.0,10.5,51.0,13198.0,72.0
Yes,1681.0,1069.0,344.0,35.0,63.0,1235.0,30.0,16249.0,5699.0,500.0,1998.0,84.0,92.0,13.6,29.0,11778.0,52.0
Yes,1121.0,926.0,372.0,43.0,70.0,1270.0,160.0,12660.0,4500.0,678.0,2424.0,80.0,80.0,16.9,20.0,8328.0,80.0
Yes,2139.0,1492.0,502.0,24.0,64.0,2186.0,2171.0,12350.0,5370.0,500.0,1350.0,88.0,86.0,12.6,19.0,9603.0,63.0
Yes,1631.0,1431.0,434.0,15.0,36.0,1803.0,603.0,11150.0,5130.0,550.0,1260.0,78.0,92.0,13.3,24.0,8543.0,67.0
Yes,1658.0,1327.0,395.0,49.0,80.0,1595.0,159.0,14800.0,4620.0,400.0,790.0,91.0,94.0,13.3,37.0,10779.0,68.0
Yes,663.0,547.0,315.0,32.0,67.0,1279.0,75.0,10060.0,2970.0,500.0,2600.0,74.0,80.0,11.2,19.0,7885.0,59.0
Yes,469.0,435.0,227.0,17.0,39.0,851.0,120.0,10535.0,4365.0,550.0,3700.0,39.0,66.0,12.9,16.0,7438.0,52.0
Yes,4186.0,1245.0,526.0,81.0,96.0,1988.0,29.0,19629.0,5790.0,500.0,1200.0,94.0,99.0,9.0,64.0,22014.0,99.0
Yes,167.0,130.0,46.0,16.0,50.0,199.0,676.0,11428.0,5084.0,450.0,475.0,67.0,76.0,8.3,43.0,10291.0,67.0
Yes,1239.0,1017.0,383.0,10.0,34.0,1207.0,157.0,7820.0,3400.0,550.0,1550.0,69.0,81.0,13.9,8.0,7264.0,91.0
No,3325.0,2047.0,1301.0,20.0,45.0,5800.0,872.0,4200.0,2700.0,300.0,1200.0,53.0,60.0,20.2,18.0,5318.0,58.0
No,2320.0,1805.0,769.0,24.0,61.0,3395.0,670.0,6400.0,3392.0,580.0,2150.0,71.0,80.0,12.8,26.0,6729.0,59.0
Yes,152.0,128.0,75.0,17.0,41.0,282.0,22.0,9100.0,3700.0,500.0,1400.0,48.0,48.0,8.5,26.0,8960.0,50.0
Yes,1979.0,1739.0,575.0,42.0,68.0,1980.0,144.0,15948.0,4404.0,400.0,800.0,82.0,95.0,12.8,29.0,10414.0,78.0
Yes,1501.0,935.0,273.0,51.0,83.0,1059.0,34.0,12680.0,4150.0,605.0,1440.0,91.0,92.0,15.3,42.0,7875.0,75.0
Yes,2768.0,2314.0,682.0,49.0,86.0,2802.0,86.0,15884.0,5370.0,530.0,730.0,92.0,94.0,15.2,34.0,10774.0,82.0
No,2197.0,1515.0,543.0,4.0,26.0,3089.0,2029.0,6797.0,3900.0,500.0,1200.0,60.0,60.0,21.0,14.0,4469.0,40.0
Yes,1959.0,1805.0,695.0,24.0,47.0,2849.0,1107.0,11520.0,4960.0,600.0,1250.0,73.0,75.0,13.3,31.0,9189.0,83.0
Yes,2097.0,1915.0,695.0,34.0,61.0,2793.0,166.0,6900.0,4200.0,617.0,781.0,67.0,75.0,14.4,20.0,8323.0,49.0
Yes,10705.0,2453.0,1317.0,95.0,99.0,5217.0,83.0,19840.0,6510.0,630.0,2115.0,96.0,96.0,5.8,49.0,40386.0,99.0
Yes,2989.0,1855.0,691.0,28.0,63.0,2988.0,1726.0,4990.0,3560.0,500.0,1250.0,75.0,75.0,18.1,28.0,4509.0,99.0
