year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
2012,920,KEEPING HOUSE,SOMEONE ELSE,GOVERNMENT,Divorced,2,4,34,1 yr coll,Junior Coll,Female,White,Moderate,WkDem,SAME CITY,YES,$17500 TO 19999,NA,E. NOR. CENTRAL,1,Did not vote,NA,Too much,About right,Too little,About right,Too little,About right,Too little,About right,About right,Too much,About right,Too little,Too little,About right,About right,About right,Too little,About right,NA,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,FIRED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,PROTESTANT,LIBERAL,<Once/yr,NOT VERY STRONG,YES,ONCE A DAY,INSPIRED WORD,STRONGLY OPPOSE PREF,AGREE SOMEWHAT,5,5,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,YES,NO,YES,NO,YES,NO,NO,MORE DIFFICULT,SOMETIMES WRONG,ALWAYS WRONG,ALWAYS WRONG,NOT WRONG AT ALL,NA,AGREE,YES,FEW TIMES A WEEK,3,AGREE,AGREE,AGREE,NO,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,OTHER,NA,NONE,8,"COHAB COUPLE, NO CHILDREN",501,1978,ARIES,NOT HISPANIC,White,NA,NA,NO,NA,102,68,WHITE,IN-PERSON,FEMALE,3,0.8237962599014,NA,NA,4,3,3-5,NA,4,No,Yes,Yes,NA,Some Coll,13+ yrs,Yes,31-40,Mod,White,Less close,Less close,NA,No,Low,No,Not strong,Oppose,Conserv,Mod,Liberal,No,Yes,No,NA,NA,White,0,0,NA,Traditional,11,Middle,NA,No,Did not vote,Dem,No,0.8237962599014,Never/<1yr,NA,MedLow,Approve,18-40,3,Low,NA,Nonsouth,More difficult,34,1,100,NA,>=31,Protestant,1,NA
2012,921,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,1,0,18,12th grade,HS,Male,White,Moderate,Ind,SAME CITY,YES,NA,UNDER $1 000,E. NOR. CENTRAL,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,About right,About right,About right,About right,About right,About right,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,NA,PROTESTANT,FUNDAMENTALIST,2-3 times /mo,NOT VERY STRONG,YES,ONCE A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE STRONGLY,NA,NA,VERY HAPPY,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,2ND IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,MORE DIFFICULT,NOT WRONG AT ALL,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,AGREE,NA,ONCE A WEEK,1,STRONGLY AGREE,DISAGREE,DISAGREE,NO,NO,NO,NO,Help selves,2,Govt,5,Not at all interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,NOT HISPANIC,NA,ENGLAND & WALES,NA,NONE,5,"COHAB COUPLE, NO CHILDREN",627,1994,ARIES,NOT HISPANIC,White,NA,NA,"YES, MONEY",50,97,75,WHITE,IN-PERSON,FEMALE,3,1.7479752420003,0,3,4,NA,NA,5,7,No,Yes,Yes,NA,HS,0-12 yrs,No,18-30,Mod,White,NA,NA,More important,Yes,Moderate,NA,Not strong,Oppose,Conserv,Liberal,Conserv,NA,NA,NA,Low,1,White,1,1,9,NonTrad,NA,NA,Less egal,No,NA,Ind,No,1.7479752420003,2-3 times/mnth,Low,NA,Approve,18-40,0-1,High,Not illegal to all,Nonsouth,More difficult,18,NA,NA,NA,<=30,Protestant,0,NA
2012,922,RETIRED,SOMEONE ELSE,GOVERNMENT,Widowed,5,0,76,12th grade,HS,Female,White,Moderate,Ind,"SAME ST, DIF CITY",YES,$12500 TO 14999,NA,E. NOR. CENTRAL,1,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,NA,NA,Too little,Too much,Too little,NA,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,PROTESTANT,FUNDAMENTALIST,Never,NOT VERY STRONG,NO,SEVERAL TIMES A WEEK,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE SOMEWHAT,6,6,NOT TOO HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUCK OR HELP,YES,NO,YES,NO,YES,NO,NO,MORE DIFFICULT,NA,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,AGREE,NO,ONCE A WEEK,5,AGREE,AGREE,AGREE,YES,NO,NO,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,AMERICAN ONLY,NA,NONE,5,SINGLE ADULT,415,1936,CANCER,NOT HISPANIC,White,NA,NA,NO,NA,112,68,WHITE,IN-PERSON,FEMALE,3,0.4118981299507,NA,NA,4,3,3-5,NA,4,Yes,Yes,Yes,NA,HS,0-12 yrs,No,60-,High,White,More close,More close,NA,Yes,Low,Yes,Not strong,Oppose,Mod,Conserv,Mod,No,No,No,NA,NA,White,0,0,NA,Traditional,4,Low,NA,No,Did not vote,Ind,No,0.4118981299507,Never/<1yr,NA,Low,Approve,61+,5 or more,Low,NA,Nonsouth,More difficult,76,0,0,NA,>=31,Protestant,0,NA
2012,923,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,2,2,28,12th grade,HS,Male,White,Moderate,Ind,DIFFERENT STATE,YES,$25000 TO 29999,$25000 TO 29999,MOUNTAIN,223,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,About right,Too little,Too little,Too little,Too little,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,NOT LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,NEVER,BOOK OF FABLES,STRONGLY SUPPORT PREF,NEITHER AGREE NOR DISAGREE,NA,NA,VERY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,4TH IMPORTANT,LEAST IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,STAY SAME,NOT WRONG AT ALL,SOMETIMES WRONG,NA,NA,ILLEGAL UNDER 18,STRONGLY DISAGREE,NA,EVERYDAY,3,AGREE,DISAGREE,STRONGLY DISAGREE,NO,NO,YES,NO,Govt,3,Govt,4,Not at all interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,NOT HISPANIC,NA,IRELAND,NA,NONE,4,"MARRIED COUPLE, NO CHILDREN",418,1984,SCORPIO,NOT HISPANIC,Black or African,NA,NA,NO,NA,123,63,BLACK,IN-PERSON,FEMALE,0,0.8237962599014,0,1,8,NA,NA,3,7,No,Yes,Yes,6,HS,0-12 yrs,Yes,18-30,Mod,Black,NA,NA,Less important,No,Low,NA,Not strong,Support,Mod,Mod,Mod,NA,NA,NA,Mid,35,White,0,0,17,NonTrad,NA,NA,More egal,No,Did not vote,Ind,No,0.8237962599014,Never/<1yr,High,NA,Disapprove,18-40,3,Low,Not illegal to all,Nonsouth,Same/easier,28,NA,NA,0,<=30,NA,0,6
2012,924,RETIRED,SOMEONE ELSE,PRIVATE,Widowed,5,3,84,1 yr coll,HS,Female,White,Moderate,StrDem,DIFFERENT STATE,YES,$30000 TO 34999,NA,MOUNTAIN,223,Voted,Obama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,About right,NA,NA,NA,Too little,About right,NA,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed",Not allowed,Not remove,FAVOR,FAVOR,ABOUT RIGHT,NA,PROTESTANT,LIBERAL,Never,SOMEWHAT STRONG,YES,ONCE A DAY,BOOK OF FABLES,OPPOSE PREF,DISAGREE SOMEWHAT,5,5,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOTH EQUALLY,YES,NO,YES,NO,YES,NO,NO,STAY SAME,SOMETIMES WRONG,ALWAYS WRONG,ALWAYS WRONG,NOT WRONG AT ALL,NA,AGREE,NO,EVERYDAY,2,AGREE,DISAGREE,DISAGREE,YES,NO,YES,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,ENGLAND & WALES,NA,NONE,7,SINGLE ADULT,614,1928,GEMINI,NOT HISPANIC,Black or African,NA,NA,NO,NA,110,63,BLACK,IN-PERSON,FEMALE,0,0.8739876210002,NA,NA,0,3,3-5,NA,6,No,No,No,NA,Some Coll,13+ yrs,Yes,60-,Low,Black,Less close,Less close,NA,No,Low,No,Not strong,Oppose,Mod,Mod,Conserv,Yes,Yes,No,NA,NA,White,1,0,NA,NonTrad,12,Middle,NA,No,Voted,Dem,No,0.8739876210002,Never/<1yr,NA,MedHigh,Approve,61+,2,Low,NA,Nonsouth,Same/easier,84,1,100,NA,>=31,Protestant,1,NA
2012,925,TEMP NOT WORKING,SELF-EMPLOYED,PRIVATE,Never married,2,0,31,9th grade,HS,Male,White,ExtrmLib,WkDem,DIFFERENT STATE,YES,$50000 TO 59999,$50000 TO 59999,MOUNTAIN,223,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,Too little,About right,Too little,Too little,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,OPPOSE,OPPOSE,NOT HARSH ENOUGH,NA,NONE,LIBERAL,Never,NO RELIGION,YES,NEVER,BOOK OF FABLES,SUPPORT PREF,AGREE STRONGLY,5,5,NOT TOO HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,YES,YES,YES,YES,YES,YES,YES,EASIER,NOT WRONG AT ALL,NOT WRONG AT ALL,SOMETIMES WRONG,NOT WRONG AT ALL,NA,DISAGREE,NO,NEVER,5,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,POLAND,NA,NONE,6,SINGLE ADULT,522,1981,VIRGO,NOT HISPANIC,White,NA,NA,NO,NA,158,48,WHITE,OVER THE PHONE,FEMALE,0,0.4118981299507,NA,NA,3,7,6-7,NA,8,No,No,No,NA,<HS,0-12 yrs,No,31-40,Low,White,Less close,Less close,NA,No,Low,No,Not strong,Support,Mod,Liberal,Mod,Yes,Yes,Yes,MedHigh,NA,White,0,0,NA,NonTrad,14,High,NA,No,Did not vote,Dem,No,0.4118981299507,Never/<1yr,NA,MedHigh,Disapprove,18-40,5 or more,Low,NA,Nonsouth,Same/easier,31,1,100,NA,>=31,NA,1,NA
2012,926,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,4,0,25,1 yr coll,HS,Male,Black,Liberal,StrDem,SAME CITY,YES,$17500 TO 19999,$17500 TO 19999,MOUNTAIN,223,Voted,Obama,Too little,Too little,About right,Too little,Too much,About right,Too little,About right,About right,About right,About right,About right,Too little,About right,About right,Too little,About right,Too little,1,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NA,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,ABOUT RIGHT,NOT LEGAL,CHRISTIAN,MODERATE,Never,SOMEWHAT STRONG,YES,SEVERAL TIMES A WEEK,WORD OF GOD,NA,NA,1,5,PRETTY HAPPY,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,HARD WORK,YES,NO,YES,YES,YES,NO,NO,NA,NA,NA,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree both,4,Govt,1,Moderately interested,Moderately interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Moderately interested,NOT HISPANIC,NA,AFRICA,NA,NONE,NA,SINGLE ADULT,602,1987,LIBRA,NOT HISPANIC,Black or African,NA,NA,NO,NA,92,63,BLACK,IN-PERSON,FEMALE,0,0.4118981299507,0,2,NA,4,3-5,1,NA,Yes,No,Yes,5,Some Coll,13+ yrs,No,18-30,Mod,Black,Less close,Less close,Less important,No,Low,No,Not strong,NA,Conserv,Conserv,Liberal,No,No,No,MedLow,29,Black,NA,NA,15,NA,NA,High,More egal,Yes,Voted,Dem,No,0.4118981299507,Never/<1yr,MedHigh,NA,NA,18-40,NA,Low,Not illegal to all,Nonsouth,NA,25,0,0,0,<=30,NA,1,5
2012,927,WORKING PART TIME,SOMEONE ELSE,PRIVATE,Never married,0,0,38,12th grade,HS,Male,White,Moderate,Ind,DIFFERENT STATE,YES,$17500 TO 19999,$17500 TO 19999,MOUNTAIN,584,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,Too little,About right,Too much,About right,Too little,7,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,OPPOSE,NOT HARSH ENOUGH,LEGAL,OTHER,NA,Never,SOMEWHAT STRONG,NA,NEVER,BOOK OF FABLES,NA,NA,NA,NA,NOT TOO HAPPY,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,NA,ONLY SOME,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,ONLY SOME,HARDLY ANY,ONLY SOME,LEAST IMPORTANT,4TH IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,BOTH EQUALLY,YES,YES,YES,YES,YES,YES,YES,NA,NA,NA,SOMETIMES WRONG,NOT WRONG AT ALL,LEGAL,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,Govt,4,Moderately interested,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Moderately interested,Very interested,Moderately interested,Moderately interested,NOT HISPANIC,NA,NA,NA,NONE,NA,SINGLE ADULT,731,1974,TAURUS,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",75,119,63,BLACK,IN-PERSON,FEMALE,0,0.8739876210002,2,3,NA,7,6-7,0,NA,No,No,No,NA,HS,0-12 yrs,No,31-40,Low,Black,NA,NA,Less important,NA,Low,No,Not strong,NA,Conserv,Liberal,Conserv,Yes,Yes,Yes,MedLow,3,White,NA,NA,13,NA,14,High,Less egal,No,Did not vote,Ind,No,0.8739876210002,Never/<1yr,Low,MedHigh,NA,18-40,NA,Low,Not illegal to all,Nonsouth,NA,38,1,100,100,>=31,NA,0,NA
2012,928,WORKING PART TIME,SOMEONE ELSE,PRIVATE,Never married,2,1,37,12th grade,HS,Female,White,Conserv,Ind,DIFFERENT STATE,YES,$12500 TO 14999,$10000 TO 12499,MOUNTAIN,584,Did not vote,NA,Too little,Too little,Too little,Too much,Too much,Too little,Too little,About right,Too much,About right,About right,Too much,About right,About right,About right,About right,Too much,Too little,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,NOT LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,NEVER,BOOK OF FABLES,STRONGLY OPPOSE PREF,AGREE STRONGLY,NA,NA,PRETTY HAPPY,A GREAT DEAL,ONLY SOME,HARDLY ANY,A GREAT DEAL,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,3RD IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,MOST IMPORTANT,4TH IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,EASIER,NOT WRONG AT ALL,NOT WRONG AT ALL,NA,NA,ILLEGAL UNDER 18,DISAGREE,NA,NEVER,6,AGREE,AGREE,DISAGREE,NO,NO,NO,YES,Agree both,3,Govt,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,ITALY,NA,NONE,7,SINGLE ADULT,514,1975,VIRGO,NOT HISPANIC,White,NA,NA,NO,NA,116,48,WHITE,IN-PERSON,FEMALE,0,0.4118981299507,1,3,0,NA,NA,3,5,No,No,No,NA,HS,0-12 yrs,Yes,31-40,Low,White,NA,NA,Less important,No,Low,NA,Not strong,Oppose,Conserv,Mod,Liberal,NA,NA,NA,Low,18,White,0,0,NA,Traditional,NA,NA,Middle,No,Did not vote,Ind,No,0.4118981299507,Never/<1yr,MedLow,NA,Disapprove,18-40,5 or more,Low,Not illegal to all,Nonsouth,Same/easier,37,NA,NA,0,>=31,NA,0,NA
2012,929,RETIRED,SOMEONE ELSE,PRIVATE,Divorced,2,2,66,3 years,HS,Male,White,SlghtCons,NA,DIFFERENT STATE,YES,$30000 TO 34999,NA,MOUNTAIN,584,NA,NA,About right,Too little,Too little,About right,Too little,Too little,Too little,Too little,Too little,Too much,Too little,About right,Too little,Too little,Too little,Too little,Too little,Too little,1,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,FIRED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,CATHOLIC,MODERATE,Every wk,STRONG,YES,SEVERAL TIMES A DAY,NA,NA,NA,7,7,VERY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,ONLY SOME,A GREAT DEAL,2ND IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,HARD WORK,NO,NO,NO,NO,NO,NO,NO,NA,NA,NA,ALWAYS WRONG,SOMETIMES WRONG,ILLEGAL TO ALL,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree both,1,Agree both,2,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,NOT HISPANIC,NA,FRENCH CANADA,NA,MORE THAN 4 YRS,NA,"COHAB COUPLE, NO CHILDREN",420,1946,SCORPIO,NOT HISPANIC,Black or African,NA,NA,NO,NA,110,63,BLACK,IN-PERSON,FEMALE,0,0.8237962599014,0,1,NA,0,0-2,5,NA,Yes,Yes,Yes,NA,Some Coll,13+ yrs,Yes,60-,High,Black,More close,More close,More important,No,High,No,Strong,NA,Mod,Conserv,Liberal,No,No,No,NA,29,White,NA,NA,18,NA,9,High,More egal,No,NA,NA,No,0.8237962599014,Ev wk or more,MedHigh,MedLow,NA,61+,NA,High,Illegal to all,Nonsouth,NA,66,0,0,NA,>=31,Catholic,NA,NA
2012,930,WORKING PART TIME,SELF-EMPLOYED,NA,Married,6,2,72,12th grade,HS,Male,White,SlghtCons,WkRep,DIFFERENT STATE,YES,$22500 TO 24999,$5 000 TO 5 999,MOUNTAIN,584,Voted,McCain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,About right,About right,About right,About right,About right,NA,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,FIRED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT ALLOWED,NOT REMOVE,Not allowed,Not allowed,Not remove,FAVOR,FAVOR,ABOUT RIGHT,NA,PROTESTANT,FUNDAMENTALIST,>Once/wk,SOMEWHAT STRONG,YES,ONCE A DAY,INSPIRED WORD,OPPOSE PREF,AGREE STRONGLY,5,5,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOTH EQUALLY,YES,YES,YES,NO,YES,YES,NO,MORE DIFFICULT,ALMST ALWAYS WRG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,AGREE,NO,EVERYDAY,2,DISAGREE,AGREE,AGREE,NO,NO,NO,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,FRANCE,NA,NONE,6,"MARRIED COUPLE, NO CHILDREN",403,1940,CAPRICORN,NOT HISPANIC,Black or African,NA,NA,NO,NA,200,63,BLACK,IN-PERSON,FEMALE,0,0.8237962599014,NA,NA,3,5,3-5,NA,3,Yes,Yes,Yes,NA,HS,0-12 yrs,Yes,60-,High,Black,Less close,Less close,NA,Yes,High,Yes,Not strong,Oppose,Conserv,Conserv,Conserv,Yes,No,No,Low,NA,White,-1,-1,NA,Traditional,7,Low,NA,No,Voted,Rep,No,0.8237962599014,Ev wk or more,NA,Low,Approve,61+,2,High,NA,Nonsouth,More difficult,72,0,0,NA,>=31,Protestant,0,NA
2012,931,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,4,2,24,2 years,HS,Female,White,Moderate,WkDem,SAME CITY,YES,$75000 TO $89999,$35000 TO 39999,MOUNTAIN,584,Voted,Obama,Too little,About right,Too little,Too little,Too much,About right,Too little,About right,Too much,Too much,Too much,Too much,About right,About right,Too little,About right,About right,About right,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OPPOSE,NA,NOT HARSH ENOUGH,NOT LEGAL,CATHOLIC,MODERATE,Once/yr,NOT VERY STRONG,NO,NEVER,BOOK OF FABLES,STRONGLY OPPOSE PREF,AGREE STRONGLY,NA,NA,VERY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,4TH IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,STAY SAME,NOT WRONG AT ALL,ALMST ALWAYS WRG,NA,NA,ILLEGAL UNDER 18,STRONGLY AGREE,NA,LESS THAN ONCE WK,2,AGREE,STRONGLY DISAGREE,DISAGREE,YES,NO,YES,YES,Agree both,4,Agree both,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,IRELAND,NA,NONE,6,"MARRIED COUPLE, NO CHILDREN",514,1988,TAURUS,NOT HISPANIC,White,NA,NA,NO,NA,87,48,WHITE,IN-PERSON,FEMALE,0,0.8237962599014,3,3,7,NA,NA,2,7,No,No,No,NA,Some Coll,13+ yrs,Yes,18-30,Low,White,NA,NA,Less important,No,Low,NA,Not strong,Oppose,Mod,Liberal,Mod,NA,NA,NA,Mid,18,White,2,-2,NA,NonTrad,NA,NA,Middle,No,Voted,Dem,No,0.8237962599014,Once/yr,MedLow,NA,Approve,18-40,2,Low,Not illegal to all,Nonsouth,Same/easier,24,NA,NA,0,<=30,Catholic,1,NA
